Author,Rating,Review Title,Full Review,Likes,Dislikes,Date
Abhishek Shetty,3,Fair,Device is good had to replace with mi A1 which fetched 7k  but not an worthy upgrade not feeling the difference and price decreased like it's an defective device big billion days was supposed to be once in year but it's running 3rd time now we first big days buyers got less benefit than last buyers with hdfc card they'll get it for 18.5 k,3,0,"Dec, 2018"
GOPINATH KONETI,4,Delightful,Everybody loves a great value for money deal. this is one such deal. Request Xiaomi to release Android one software for this phone. This phone can compete with Note 9 and Pixel 3 easily. good job Poco team.,3,0,"Dec, 2018"
Raibatak Bandyopadhyay,5,Terrific,"There is no other phone comparable at this price with these specs. So, in a sense, it's very unique. Overall performance and battery life is stunning. it's lightning fast due to the processor and Ram combo. most importantly doesn't heat up that much like other phone, thanks to the liquid cooling component. And more than decent camera.",2,0,"Nov, 2018"
Sandeep Das,5,Terrific,"Just get it. It has slight I mean very little bleed on lower bottom of the screen. It's so neutral u won't even notice it if people on reviews don't make hipe on it. I have to do multiple test multiple times to notice it. It's that negligible. So regardless who say what just get this beast. It though have some software issues like the notification icons on status bar, ram management ( It's not bad just not on the level of a 6gb ram phone) only 2.7 gb is free out of 6gb but the memory display ...",3,0,"Oct, 2018"
Mohit Chhabra,5,Just wow!,This phone is an absolute beast. It is most definitely a flagship killer. ,3,0,"Oct, 2018"
ZAID  HAIDER,5,Brilliant,It's an amazing phone. Camera quality is amazing. I have to manage 9-10 Mail accounts actively with two WhatsApp and it runs like butter.,3,0,"Oct, 2018"
Aman Gupta,5,Classy product,"This is the phone that will give you a band for your bucks..  Some people might complain of it's build quality, but trust me guys, the build quality is actually very good. I bought it for my wife who was earlier using Iphone 6s and she's immensely happy with the upgrade. Being a one plus user, I have to say that the front facing camera of this phone is much better than mine(one plus). Go for it guys, amazing work by Xiaomi..",3,0,"Sep, 2018"
Ravi Sharma,5,Excellent,First of all i have heard many things about its display and polycarbonate fibre back but let me tell you although if it is doesn't fell like plastic it feels premium cover.,2,0,"Sep, 2018"
Manikandan  PV,5,Classy product,IN-DEPTH DETAILED ANALYSIS,3,0,"Sep, 2018"
SOHAN  REDDY ,5,Simply awesome,Let's keep it simple and sleek... Poco f1 is the best device u can get under 21k no doubt in this...build quality is superb don't believe on others try yourself and test it it gives premium feel in hand.. Best device for gaming.. Pubg is superb on this device,3,0,"Sep, 2018"
Sanjay Yadav,5,Must buy POCO F1! A Flagship level Phone,"Thanks to Flipkart for superfast delivery. Ordered on Wed, Aug 29th '18 and delivered on Thu, Aug 30th '18.",3,0,"Sep, 2018"
Shubham Baranwal,5,Just wow!,"Update: After MIUI 10 update, the performance has improved, it also shows up in Antutu scores. Also, do not use any other launcher; for some strange reason, POCO launcher feels faster than any other launcher!",3,0,"Sep, 2018"
Ayush  Srivastava ,5,Fabulous!,"First of all .. Thanks to Flipkart for 1 day delivery ... Using the device for 1 week and here are the pros n minor cons : )                                                                            Pros : Excellent btry life , Gud Display , Smooth Performance , Amazing Specs ( Selfie cam is outstanding ) , Super fast Fingerprint sensor and IR face unlocking ( Takes 1 second only ) , No lags , No heating issues , Fast Charging ( Not that fast as vivo nex or others but it is fast ) , Loud Spe...",3,0,"Sep, 2018"
Nagesh Rao,5,Great product,Go POCO....,2,0,"Sep, 2018"
shailesh kumar,4,Fabulous!,Great phone with great specification battery is excellent camera is great software n configuration is cool I m dis appointment with ram management it can't hold application in ram it can be fix by ota let's see when it came n 2 nd package of product is very poor,3,0,"Sep, 2018"
vadisala hemasundar,5,Excellent,Poco F1 really good performance & super battery backup...& good camera quality & liquid cooling system &IR Falce unlock & super fingerprint unlock & low cost price & sampdrgn 845.... Very Very good speed I am very happy impressed thank you MI....( POCO F1 )😍😘😘😘😘😘😘😘😘,3,0,"Sep, 2018"
Karan Bourasi,5,Simply awesome,really amazing phone ever..!!!,2,0,"Sep, 2018"
Flipkart Customer,5,Awesome,"One of the best devices i have ever used. Super fast and smooth.. Awesome camera, built quality is good not great but its acceptable. Recommend the phone to power users.",3,0,"Sep, 2018"
Sachin Parmar,5,Wonderful,This phone is just awsooooome ,2,0,"Sep, 2018"
Shreyas,5,Highly recommended,pros:,2,0,"Aug, 2018"
Puneeth  P,5,Terrific purchase,"Simply Excellent! Got the 64gb device yesterday. Was expecting cheap quality as its polycarbonate. It turned out to be great. Very well built. In fact felt like my old HTC M8 cuz of its weight n display n touch quality. Camera and sounds are so good because of the AI processor in Snapdragon 845. I need not say about battery n performance, fantastic. The camera focus is the fastest I have seen. The only con I felt was it could have been named better. POCO sounds cheap initially. Overall its th...",3,0,"Aug, 2018"
Abhishek Das,5,Terrific,First of all Kudos to Flipkart for the excellent service they provided. Impressive one-day delivery. ,3,0,"Aug, 2018"
Prasenjit Hazra,5,Just wow!,I m using almost 2 days,11,6,"Sep, 2018"
Kalai K,5,Just wow!,"It's been 4 yrs of usage, still a beast. It's the best phone one can get if they know certain things like flashing a custom rom. I'm using it with pixel experience rom. And the top notch camera (thanks to gcam) makes it a great phone. No phone comes remotely close for this price range even after 4 yrs.",5,1,"Apr, 2021"
Sahil,5,Perfect product!,This is the best phone!,5,1,"May, 2019"
Rahul  Mandal,5,Awesome,"The Xiaomi Poco F1 was really awesome,its works very fast and camera quality was really good..anyone want to try Poco F1 smart phone I just say go for it...",5,1,"Jan, 2019"
Shankar Ganesh Pillai,5,Worth every penny,best battery best camera display is best and if you can live with the design go for it.,5,1,"Oct, 2018"
Shubhangi Hadole,5,Worth every penny,"Actually Flipkart should add a category of 6* products FOR THIS MOBILE because this mobile at this price segment is surely, THE BEST . It out shines in all the aspects. Just purchase it.",4,1,"Sep, 2018"
Imran A Mannan,5,Terrific,I owned 128gb varient in 1st sale and got 1000 discount on hdfc card. Now coming to mobile performance it's awesome blazing fast as 845 soc on board. Display is better than my old redmi note 4. But can't comparable with oneplus 6. Camera quality is excellent in same price range. Audio output is good not excellent as Mi A1. Overall value for money product at 23k. I am enjoying my phone the Poco F1.,4,1,"Sep, 2018"
Ankit Ranjan,5,Worth every penny,Guys I am giving detailed review of this phone after almost 6 hours of usage .,5,1,"Sep, 2018"
umesh  chaudhary,4,Terrific purchase,this feedback is based on 8 hrs usage,5,1,"Aug, 2018"
Gopalsamy Rajendran,5,Highly recommended,Poco f1 was very good to use. Folowing are the good's and Bad's of poco f1 as of in my view ,5,1,"Aug, 2018"
Anoop T,4,Value-for-money,"The phone is wonderful and a good value for money. The display quality is good, but the notch is too big, and also curve at bottom seems to waste a good amount of space.. so, not full view exactly. The top area on both sides of notch could have been used better, now nothing much useful information shown there. Also compared to Xiaomi phones like Mi4i, the build is not as sturdy, and IR blaster is a minor miss too.",5,1,"Aug, 2018"
Aman Gupta,5,Fabulous!,As Everyone Saying It is The Best nd All. I agree With Them I Just Want To Say Some other things Than That.....Me Being A oneplus user Kind Of Not Satisfied with The So Called QuickCharge 3 as It Is Taking Quite Time And Display Is Also Not that Bright..But they Have to Do Some Cutting in Something...Overall Thumbs-up...Great Deal,8,3,"Sep, 2018"
Rama Prasad Roy,5,Brilliant,"This is one of the best phone under 20k price and it is value for money. Everything is so good about this phone. Only concern is the charging .The comes with a fast charger but when i charged my phone yesterday for the first time ,it took some 2.15 hrs to full charge.",14,8,"Sep, 2018"
Sreekuttan MV,5,Perfect product!,very fast mobile good ram management  great battery great display. simple one that can beet oneplus.,6,2,"Dec, 2018"
Samrat Sinha,5,Terrific,Best phone one can buy at this price range. Getting almost 2 days battery backup with normal usage and SOT almost 6 hrs. Awesome camera performance. OP 6 has few advantages over poco but very minor ones considering 14k price difference. Its a absolute bang for the buck device. The new Poco Launcher is seamless.,6,1,"Sep, 2018"
Ankit Jain,4,Value-for-money,"Purchased at 19999 with launch offer. Nice phone. Camera - Good (Low light not so good), Performance - Best, Looks - Okayish (Actually little thick), Built - Good (Body Carbonate Plastic), Display - Good. Software - Worst (Full of bugs, no notification app icons in status bar) but they are optimising software with updates which is not big deal, Charging - Not so quick like Oneplus's Dash Charger but it's good, Battery Backup - Best, Sound Quality - Good & loud but not sweet like Oneplus. Xiao...",6,2,"Sep, 2018"
Flipkart Customer,5,Excellent,"First of all super fast delivery. Looks are good. Now comes to performance everything is perfect starting from camera, shots are nice and crisp. Battery life is good.                                                                                   Face unlock is superfast and reliable so is the finger touch.                                                                                Super smooth interface and new miui is good as well.",7,3,"Aug, 2018"
Shivanshu Sinha,5,Worth every penny,"The best phone you can get at this price. Brilliant display, splendid performance and amazing camera quality. and built quality is good too, steel blue looks really premium! Go for it, the best phone ever made at this price point. I exchanged my Mi A1 for this phone and I seriously don't regret it. it's worth every single penny! love Poco, love Xiaomi.",4,1,"Jun, 2019"
